BSAA,BSBA,BSCA,PYEA,BSFA,BSGA,PLHA,PRHA,PTHA,PFNA,PLNA,BSPA,BSSA,BSTA,PSTA,BSWA,PLBB,PRBB,PLCB,PRCB,PLFB,PRFB,PKAC,PACC,PMPC,PPRC,RCHD,PGID,TGID,POID,PUND,PHPD,PSPD,PRSD,PGHE,PUHE,PPOE,PBRE,PEYE,TRAF,PPBF,PBSH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PPRI,PINJ,PBAK,PTAK,PPBK,PRBK,PNEK,PFLK,PFMK,PTRK,PBTK,PTAL,PIBL,PHCL,PLEL,PREL,PLKL,PSPL,PLSL,PHLM,PSTM,PHAN,PJEN,PTEN,PLHN,PRHN,PLKN,PRKN,PLSO,PTHP,PIMP,PJMP,PTYP,PCAR,PSAR,PTAR,PLCR,PJER,PLKR,PKPR,PSPR,PLSR,PRTR,PSTR,POVR,PAWR,PLWR,PRWR,PPBS,PRBS,PDIS,PVIS,RELS,PRNS,PPOS,PPRS,PYRS,BSAT,BSBT,SPCT,BSCT,BSFT,PHGT,BSGT,PWGT,PHIT,BSPT,PKRT,BSST,BSTT,BSWT,PBCV,PMCV,PZCV,PFMV,PJMV,PPMV,PSMV,PESV,PBFW,PLHW,PLTW,PLSY,PSTY,sgmp
1,9,8,3,9,8,3,3,40,Ryan,Swoboda,1,8,8,70,0,0,0,0,0,0,0,30,83,0,40,2093,7510,107,7510,0,0,60,2,151,0,28,0,0,40,41,50,4,4,40,2,2,83,0,61,0,50,81,83,0,0,20,50,50,0,83,0,0,0,1,0,0,5,0,0,72,1,0,0,1,1,1,40,65,50,0,50,50,0,0,0,1,30,0,0,30,91,80,80,11,11,51,43,3,0,30,1,9,50,40,16,20,40,20,20,82,20,165,50,20,50,20,20,0,50,40,40,50,73,50,73,50,44,0,0,0,0,0
2,8,8,0,6,8,3,3,40,Logan,Taylor,1,8,8,70,0,0,0,0,0,0,0,30,83,0,50,11551,7511,107,7511,0,0,52,0,61,0,34,0,1,40,78,69,4,4,40,2,2,83,10,58,0,69,79,81,0,0,20,50,50,0,81,0,0,0,1,0,0,5,34,0,68,1,0,0,2,2,2,40,68,50,0,50,50,0,0,0,1,30,0,0,30,85,74,65,11,11,75,83,3,0,30,5,6,50,40,16,20,40,20,20,79,20,160,91,20,50,20,20,0,50,40,40,73,73,91,73,50,85,0,0,0,0,0
1,9,8,3,5,8,3,3,40,Ryan,Nelson,1,8,8,70,0,0,0,0,0,0,0,30,82,0,50,1212,7512,107,7512,0,0,62,2,81,0,26,0,1,40,82,69,4,4,40,2,2,82,0,60,0,69,85,85,0,0,20,50,50,0,85,0,0,0,1,0,0,5,0,0,54,1,0,0,2,2,2,40,62,64,0,50,50,0,0,0,1,30,0,0,30,92,84,84,11,11,81,74,4,0,30,1,5,58,50,16,19,40,19,19,78,19,155,92,19,50,19,19,0,50,50,50,72,72,92,72,50,74,0,0,0,0,0
1,9,8,3,5,8,3,3,40,Chris,Glaser,1,8,8,70,0,0,0,0,0,0,0,30,85,0,40,8872,7513,107,7513,0,0,55,2,119,0,29,0,0,40,82,50,4,4,40,2,2,85,16,61,0,50,86,86,0,0,20,50,50,0,86,0,0,0,1,0,0,5,33,0,69,1,0,0,2,2,1,40,82,60,0,50,50,0,0,0,1,30,0,0,30,90,85,85,11,11,84,72,5,0,30,5,8,50,30,16,18,40,18,18,76,18,145,50,18,50,18,18,0,50,30,30,50,75,50,75,50,79,0,0,0,0,0
6,6,6,0,5,6,18,18,34,Mike,Green,1,6,6,78,0,0,0,0,0,0,0,30,87,0,72,11587,7514,107,7514,0,0,78,0,150,0,29,0,0,55,26,72,3,3,65,1,1,87,0,82,1,72,50,50,0,0,21,50,50,0,50,4,0,0,0,0,0,5,0,0,31,0,0,0,1,1,2,40,68,75,0,50,50,0,0,0,0,30,0,0,60,72,72,72,11,11,40,44,3,0,50,1,14,77,69,5,8,55,8,8,76,8,65,70,8,50,8,8,0,50,69,69,70,77,70,77,50,42,0,1,0,0,0
7,7,7,0,5,7,3,3,40,Elijah,Gaines,1,7,7,90,0,0,0,0,0,0,0,30,92,0,69,11551,7515,107,7515,0,0,84,2,183,0,66,0,0,63,40,74,3,3,65,2,2,92,13,82,1,69,47,57,0,0,21,63,63,0,57,2,0,0,0,0,1,5,106,0,22,2,0,0,2,2,2,40,72,82,0,66,73,0,0,0,0,30,0,1,65,64,74,74,0,0,40,40,3,0,65,1,16,84,80,3,5,63,5,5,74,5,40,73,5,84,5,5,0,69,80,81,82,82,63,82,82,40,0,1,0,0,0
2,8,7,2,5,7,3,3,40,Aaron,Faumui,1,7,7,70,0,0,0,0,0,0,0,30,85,0,79,2587,7516,107,7516,0,0,65,2,105,0,44,0,1,40,39,71,4,4,40,2,2,85,0,79,0,63,73,75,0,0,15,50,50,0,75,2,0,0,0,0,0,5,0,0,94,0,0,0,1,1,2,40,62,60,0,50,50,0,0,0,0,30,0,0,30,87,79,79,6,6,40,40,5,0,30,1,12,71,50,15,17,40,17,17,73,17,140,87,17,50,17,17,0,50,50,50,75,75,87,75,50,40,0,0,0,0,0
6,6,6,0,5,6,3,3,40,West,Weeks,1,6,6,78,0,0,0,0,0,0,0,69,84,0,68,2317,7517,107,7517,0,0,74,0,6,0,47,0,1,60,40,73,3,3,64,2,2,84,0,90,1,75,58,68,0,0,21,64,74,0,68,2,0,0,0,0,0,5,0,0,33,0,0,0,1,1,2,40,70,77,0,60,74,0,0,0,0,69,0,0,60,73,73,52,17,17,52,39,3,0,65,3,15,73,72,10,7,60,7,7,74,7,60,89,7,74,7,7,0,64,72,74,75,74,79,74,74,43,0,0,0,0,0
8,8,8,3,8,8,3,3,40,Billy,Kemp IV,1,8,8,93,0,0,0,1,1,0,0,30,92,0,50,11616,7518,107,7518,0,0,83,0,124,0,64,0,1,80,31,69,3,3,85,1,1,92,0,86,1,66,48,46,0,0,17,62,72,0,48,2,0,0,0,0,0,5,0,0,4,0,0,0,1,1,1,40,80,79,0,75,62,0,0,0,0,20,0,0,80,63,85,85,4,4,38,57,3,1,86,1,3,84,76,1,1,80,1,1,69,1,15,73,1,84,1,1,0,72,76,78,82,82,63,82,82,57,0,1,0,0,0
4,5,5,0,5,5,3,3,40,Ty,Furnish,1,5,5,70,0,0,0,0,0,0,0,30,77,0,50,2368,7519,107,7519,0,0,52,0,38,0,49,0,0,40,14,69,4,4,40,1,1,77,0,56,0,69,74,76,0,0,20,50,50,0,76,2,0,0,1,0,0,5,0,0,51,1,0,0,1,1,2,40,52,50,0,50,50,0,0,0,1,30,0,0,30,81,69,59,14,14,15,14,3,0,30,1,7,50,40,16,10,40,10,10,76,10,80,87,10,50,10,10,0,50,40,40,67,67,87,67,50,15,0,0,0,0,0
3,7,7,0,5,7,3,3,40,Bryce,Carter,1,7,7,70,0,1,1,0,0,1,1,30,89,0,73,11549,7520,107,7520,0,0,62,0,171,0,70,0,0,40,39,73,4,4,40,2,2,89,2,74,0,60,50,50,0,0,20,50,50,0,50,1,0,0,0,0,0,5,5,0,96,0,0,0,2,2,1,40,80,64,0,50,50,0,0,0,0,30,0,0,30,86,73,63,10,10,42,41,6,0,30,1,11,56,50,16,15,40,15,15,75,15,120,86,15,50,15,15,0,50,50,50,79,79,86,79,50,38,0,0,0,0,0
6,6,6,0,5,6,3,3,40,Jonathan,Horton,1,6,6,79,0,0,0,0,0,0,0,30,85,0,71,4434,7521,107,7521,0,0,72,2,204,0,41,0,1,50,87,71,3,3,59,2,2,85,6,83,1,76,50,50,0,0,21,50,50,0,50,2,0,0,0,0,0,5,0,0,93,0,0,0,1,1,2,40,65,75,0,50,50,0,0,0,0,30,0,0,50,70,70,70,16,16,85,81,3,0,50,5,13,73,69,6,6,50,6,6,76,6,55,69,6,50,6,6,0,50,69,69,71,77,69,78,50,82,0,1,0,0,0
6,6,6,3,8,6,3,3,40,Wayne,Taulapapa,1,6,6,93,0,0,0,0,0,0,0,30,90,0,40,2562,7522,107,7522,0,0,80,0,134,0,37,0,1,64,24,50,3,3,65,2,2,90,2,90,1,50,62,60,0,0,33,71,83,0,62,2,0,0,0,0,0,5,33,0,21,0,0,0,1,1,2,40,72,75,0,84,81,0,0,0,0,30,0,0,65,72,84,84,4,4,28,30,3,1,65,3,1,70,40,6,6,64,6,6,69,6,50,50,6,80,6,6,0,83,40,40,50,80,50,80,80,25,0,1,0,0,0
6,6,6,3,5,6,3,3,40,Devin,Darrington,1,6,6,92,0,0,0,0,0,0,0,30,89,0,50,4898,7523,107,7523,0,0,82,2,154,0,39,0,1,65,43,69,3,3,66,1,1,89,11,86,1,66,52,62,0,0,40,69,71,0,62,0,0,0,0,0,3,5,106,0,26,1,0,0,1,1,2,40,91,83,0,75,77,0,0,0,0,30,0,0,66,67,76,76,0,10,44,40,2,0,66,3,1,71,76,6,6,65,6,6,69,6,55,77,6,81,6,6,0,75,76,78,79,79,67,79,79,44,0,1,0,0,0
5,5,5,2,5,5,3,3,38,Jelani,Woods,1,5,5,85,0,0,0,0,0,0,0,30,87,0,40,2386,7524,107,7524,0,0,74,2,227,0,61,0,0,75,51,50,3,3,77,1,1,87,0,88,1,50,68,72,0,0,17,75,77,0,72,0,0,0,0,0,0,5,106,0,80,2,0,0,1,1,2,46,78,77,0,67,77,0,0,0,0,30,0,3,75,82,79,79,0,0,50,48,4,1,84,1,4,66,40,12,13,75,13,13,79,13,105,50,13,76,13,13,0,67,40,40,50,77,50,77,77,51,0,1,0,0,0
7,7,7,3,7,7,3,3,40,Hayden,Mitchell,1,7,7,92,0,0,0,0,0,0,0,30,90,0,40,11572,7525,107,7525,0,0,84,2,96,0,22,0,0,66,84,50,3,3,68,2,2,90,11,84,1,50,48,58,0,0,21,63,63,0,58,0,0,0,0,0,1,5,106,0,18,1,0,0,2,2,2,40,85,79,0,65,73,0,0,0,0,30,0,0,66,64,72,71,0,11,90,77,6,1,66,5,3,83,40,3,4,66,4,4,71,4,35,50,4,83,4,4,0,69,40,40,50,79,50,79,79,75,0,1,0,0,0
6,6,6,1,3,6,3,3,40,Lavel,Davis Jr.,1,6,6,92,0,0,0,0,0,0,0,30,88,0,50,10042,7526,107,7526,0,0,81,1,227,0,33,0,1,71,39,69,3,3,77,1,1,88,13,82,1,66,51,61,0,0,21,62,68,0,61,0,0,0,0,0,0,5,106,0,81,0,0,0,1,1,2,40,59,87,0,66,72,0,0,0,0,30,0,1,77,63,77,77,4,0,40,39,2,1,70,1,3,70,76,5,7,71,7,7,79,7,60,72,7,80,7,7,0,68,76,78,78,78,62,78,78,40,0,1,0,0,0
6,6,6,1,5,6,3,3,40,Josh,Ahern,1,6,6,78,0,0,0,0,0,0,0,30,84,0,74,11608,7527,107,7527,0,0,77,2,59,0,46,0,0,63,83,73,3,3,65,2,2,84,4,85,1,75,63,65,0,0,21,72,72,0,65,2,0,0,0,0,0,5,27,0,28,0,0,0,2,2,2,40,96,76,0,69,82,0,0,0,0,30,0,0,65,73,76,76,14,14,91,90,6,1,65,5,14,76,73,8,9,63,9,9,75,9,75,82,9,77,9,9,0,69,73,75,74,74,72,74,74,92,0,1,0,0,0
1,9,8,2,5,8,3,3,40,Joe,Bissinger,1,8,8,70,0,0,0,0,0,0,0,30,82,0,40,10912,7528,107,7528,0,0,52,2,62,0,21,0,0,40,79,50,4,4,40,2,2,82,2,60,0,50,83,83,0,0,20,50,50,0,83,2,0,0,1,0,0,5,35,0,52,1,0,0,2,2,2,40,78,62,0,50,50,0,0,0,1,30,0,0,30,90,80,80,14,14,74,74,5,0,30,5,6,50,30,16,20,40,20,20,76,20,160,50,20,50,20,20,0,50,30,30,50,72,50,72,50,74,0,0,0,0,0
2,8,8,0,6,8,3,15,40,Noah,Josey,1,8,8,70,0,0,0,0,0,0,0,30,85,0,50,10600,7529,107,7529,0,0,58,0,23,0,48,0,0,40,74,69,4,4,40,2,2,85,6,60,0,69,78,79,0,0,20,50,50,0,79,0,0,0,1,0,0,5,18,0,77,1,0,0,2,2,1,40,68,60,0,50,50,0,0,0,1,30,0,0,30,85,74,74,14,13,77,83,6,0,30,1,8,57,50,16,18,40,18,18,77,18,150,88,18,50,18,18,0,50,50,50,75,75,88,75,50,84,0,1,0,0,0
6,6,6,3,4,6,3,3,40,Elliott,Brown,1,6,6,79,0,0,0,0,0,0,0,30,85,0,76,4883,7530,107,7530,0,0,75,2,223,0,36,0,1,63,75,74,3,3,65,1,1,85,0,86,1,75,52,62,0,0,21,72,72,0,62,0,0,0,0,0,4,5,0,0,4,0,0,0,1,1,1,40,65,85,0,66,82,0,0,0,0,30,0,4,65,73,76,76,0,0,40,75,4,0,65,3,15,76,73,6,10,63,10,10,77,10,80,82,10,76,10,10,0,69,73,75,76,76,72,76,76,77,0,1,0,0,0
8,8,8,2,5,8,3,3,40,Joseph,White,1,8,8,86,0,0,0,0,0,0,1,30,89,0,50,11568,7531,107,7531,0,0,78,2,163,0,62,0,0,63,50,69,3,3,65,2,2,89,0,83,1,69,45,55,0,0,17,63,63,0,55,0,0,10,0,0,1,5,106,0,25,1,0,0,1,1,2,40,59,81,0,66,73,0,0,0,0,30,0,0,65,64,69,69,0,11,46,51,5,0,65,5,17,75,72,1,2,63,2,2,73,2,20,73,2,77,2,2,0,69,72,72,79,79,63,79,79,50,0,1,0,0,0
7,7,7,0,5,7,3,3,40,Jonas,Sanker,1,7,7,86,0,0,0,0,0,0,0,30,90,0,51,11607,7532,107,7532,0,0,81,0,126,0,20,0,1,60,33,74,3,3,65,1,1,90,47,82,1,68,47,57,0,0,17,60,60,0,57,0,0,0,0,0,6,5,0,0,20,1,0,0,1,1,2,40,40,74,0,60,60,0,0,0,0,30,0,6,50,62,70,60,0,0,40,36,2,1,50,3,18,83,75,2,3,60,3,3,72,3,25,73,3,83,3,3,0,60,75,75,80,80,63,80,80,38,0,1,0,0,0
5,5,5,2,5,5,3,3,40,Grant,Misch,1,5,5,85,0,0,0,0,0,0,0,30,84,0,50,11599,7533,107,7533,0,0,75,2,9,0,69,0,0,70,74,69,3,3,71,2,2,84,0,87,1,69,64,68,0,0,21,79,79,0,68,2,0,0,0,0,0,5,0,0,85,1,0,0,1,1,1,40,72,80,0,72,84,0,0,0,0,30,0,0,71,80,73,73,4,4,81,72,3,0,73,1,4,65,70,11,10,70,10,10,76,10,85,89,10,75,10,10,0,69,70,70,74,74,79,74,74,70,0,1,0,0,0
7,7,7,1,6,7,3,3,40,Demick,Starling,1,7,7,92,0,0,0,0,0,0,0,30,91,0,40,10550,7534,107,7534,0,0,87,0,236,0,50,0,0,71,39,50,3,3,73,1,1,91,16,80,1,50,47,57,0,0,21,51,61,0,57,0,0,0,0,0,6,5,0,0,17,1,0,0,1,1,2,40,91,80,0,63,71,0,0,0,0,30,0,0,73,61,77,77,0,11,43,55,2,0,65,1,3,77,40,2,3,71,3,3,72,3,30,50,3,87,3,3,0,71,40,40,50,81,50,81,81,55,0,1,0,0,0
6,6,6,3,5,6,3,3,40,Nick,Grant,1,6,6,86,0,0,0,0,0,0,0,30,93,0,82,11545,7535,107,7535,0,0,87,2,228,0,46,0,0,66,28,68,3,3,70,1,1,93,0,87,1,70,50,60,0,0,15,66,66,0,60,0,0,0,0,0,0,5,106,0,1,0,0,0,1,1,2,40,40,81,0,66,76,0,0,0,0,30,0,1,58,67,82,82,10,0,40,44,6,1,65,3,17,87,80,5,3,66,3,3,75,3,30,62,3,87,3,3,0,69,80,80,62,83,62,83,83,42,0,1,0,0,0
6,6,6,1,5,6,3,3,40,Hunter,Stewart,1,6,6,78,0,0,0,0,0,0,0,30,85,0,73,13056,7536,107,7536,0,0,76,2,234,0,58,0,1,50,51,76,3,3,59,1,1,85,0,85,1,77,50,50,0,0,21,50,50,0,50,0,0,0,0,0,0,5,0,0,13,0,0,0,1,1,2,40,48,75,0,50,50,0,0,0,0,30,0,0,50,75,77,77,6,6,50,53,3,1,50,3,14,74,72,7,8,50,8,8,74,8,70,82,8,50,8,8,0,50,72,76,76,75,75,75,50,53,0,1,0,0,0
7,7,7,0,7,7,0,0,77,Jay,Woolfolk,1,7,7,94,0,0,0,0,0,0,0,30,88,0,40,11572,7537,107,7537,0,0,76,0,69,0,28,0,0,50,44,40,3,3,50,2,2,88,0,92,0,40,40,40,0,1,40,55,60,0,40,0,0,0,0,0,0,5,0,0,16,2,0,0,1,1,2,84,85,71,0,65,70,0,0,0,0,30,0,0,50,65,70,50,4,4,47,48,0,0,50,3,0,64,40,7,5,50,5,5,71,5,40,40,5,64,5,5,0,60,40,40,40,60,40,60,70,44,0,1,0,0,0
6,6,6,2,7,6,3,3,40,Ronnie,Walker Jr.,1,6,6,93,0,1,1,0,0,0,0,30,88,0,40,11542,7538,107,7538,0,0,85,2,195,0,29,0,0,64,23,50,3,3,65,2,2,88,0,90,1,50,62,60,0,0,17,66,68,0,62,0,0,0,0,0,0,5,0,0,32,1,0,0,1,1,1,40,59,82,0,80,80,0,0,0,0,30,0,0,65,73,76,76,0,0,52,22,5,1,65,1,1,75,40,6,6,64,6,6,71,6,50,50,6,85,6,6,0,74,40,40,50,78,50,78,76,22,0,1,0,0,0
7,7,7,1,6,7,3,3,40,Dontayvion,Wicks,1,7,7,92,0,0,0,0,0,0,0,30,92,0,50,4353,7539,107,7539,0,0,91,2,224,0,59,0,0,83,68,68,3,3,91,2,2,92,2,84,1,52,45,55,0,0,17,61,61,0,55,0,0,0,0,0,0,5,0,0,3,1,0,0,1,1,2,40,76,81,0,60,61,0,0,0,0,30,0,0,83,68,91,91,0,0,74,70,6,0,81,2,3,74,68,3,5,83,5,5,73,5,45,66,5,82,5,5,0,71,68,68,80,81,66,81,81,67,0,1,0,0,0
3,7,7,3,6,7,3,3,40,Bobby,Haskins,1,7,7,70,0,0,0,0,0,0,0,30,84,0,50,7508,7540,107,7540,0,0,56,0,62,0,56,0,0,54,81,69,4,4,64,2,2,84,10,57,0,69,83,82,0,0,44,64,74,0,83,2,0,0,1,0,0,5,28,0,70,1,0,0,2,2,1,40,85,69,0,44,74,0,0,0,1,30,0,0,44,88,80,80,11,11,77,76,1,0,62,5,5,58,50,15,16,54,16,16,79,16,135,85,16,57,16,16,0,34,50,50,74,74,85,74,64,79,0,0,0,0,0
6,6,6,2,5,6,3,3,40,Nathaniel,Beal III,1,6,6,92,0,0,0,0,0,0,0,30,91,0,40,10912,7541,107,7541,0,0,84,1,147,0,47,0,0,63,39,50,3,3,63,1,1,91,0,84,1,50,52,62,0,0,40,70,70,0,62,0,0,0,0,0,0,5,106,0,84,0,0,0,1,1,2,40,40,78,0,67,80,0,0,0,0,30,0,1,63,71,71,71,4,0,40,51,3,1,64,3,3,74,40,6,8,63,8,8,76,8,65,50,8,84,8,8,0,69,40,40,50,81,50,81,81,51,0,1,0,0,0
6,6,6,0,5,6,0,0,68,Iraken,Armstead,1,6,6,94,0,0,0,0,0,0,0,30,93,0,40,3363,7542,107,7542,0,0,87,2,236,0,33,0,0,50,30,40,3,3,50,1,1,93,14,86,0,40,40,40,0,1,21,50,50,0,40,0,0,0,0,0,0,5,0,0,11,2,0,0,1,1,2,85,89,79,0,66,72,0,0,0,0,30,0,0,50,63,72,65,3,3,41,23,0,0,50,1,0,77,40,4,6,50,6,6,75,6,55,40,6,87,6,6,0,69,40,40,40,83,40,83,83,42,0,1,0,0,0
7,7,7,3,5,7,15,15,73,Joey,Blount,1,7,7,86,0,0,0,0,0,0,0,30,94,0,87,2349,7543,107,7543,0,0,81,2,146,0,49,0,1,76,83,80,3,3,78,2,2,94,14,86,1,87,48,58,0,0,17,69,69,0,58,0,17,0,0,0,0,5,0,0,29,1,0,0,2,2,1,77,82,85,0,66,79,0,0,0,0,30,0,6,65,70,87,87,0,0,93,91,5,1,65,3,18,77,80,3,4,76,4,4,74,4,35,70,4,80,4,4,0,69,80,80,60,84,70,84,84,81,0,1,0,0,0
6,6,6,2,5,6,0,0,81,Brennan,Armstrong,1,6,6,94,0,0,0,0,0,0,0,30,86,0,50,8881,7544,107,7544,0,0,74,2,12,0,32,0,0,52,42,69,3,3,56,1,1,86,6,89,0,69,50,50,0,1,17,66,70,0,50,0,0,0,0,0,0,5,106,1,5,2,0,0,1,1,2,85,44,71,0,72,78,0,0,0,0,30,0,3,50,68,85,85,0,9,39,42,4,0,50,1,0,64,72,6,6,52,6,6,74,6,55,77,6,74,6,6,0,72,72,74,76,76,67,76,76,37,0,1,0,0,0
6,6,6,3,5,6,3,3,65,De'Vante,Cross,1,6,6,88,0,0,0,0,0,1,1,30,92,0,84,9521,7545,107,7545,0,0,84,2,165,0,71,0,0,70,12,70,3,3,74,2,2,92,7,88,1,74,52,62,0,0,17,73,73,0,62,0,10,10,0,0,12,5,0,0,2,1,0,0,1,1,2,75,97,82,0,66,83,0,0,0,0,30,0,12,50,73,84,84,3,3,40,18,4,1,50,1,18,84,85,6,6,70,6,6,74,6,55,68,6,84,6,6,0,69,83,85,70,82,68,82,82,25,0,1,0,0,0
6,6,6,3,5,6,0,0,71,Keytaon,Thompson,1,6,6,92,0,0,0,0,0,0,0,30,91,0,40,4385,7546,107,7546,0,0,84,2,171,0,41,0,0,86,16,40,3,3,88,2,2,91,6,88,0,40,40,40,0,1,40,66,71,0,40,0,0,0,0,0,3,5,0,0,99,0,0,0,1,1,2,84,78,84,0,71,76,0,0,0,0,30,0,0,86,70,87,87,0,0,40,23,3,1,60,3,3,66,40,7,6,86,6,6,76,6,50,40,6,77,6,6,0,81,40,40,40,81,40,81,81,25,0,1,0,0,0
4,6,6,0,4,6,3,3,40,Olasunkonm,Agunloye,1,6,6,70,0,0,0,0,0,0,0,30,86,0,59,7939,7547,107,7547,0,0,66,2,222,0,59,0,1,50,27,73,3,3,50,1,1,86,14,73,0,72,71,73,0,0,21,50,50,0,73,0,0,0,0,0,2,5,106,0,19,0,0,0,1,1,2,40,80,69,0,50,50,0,0,0,0,30,0,0,50,77,73,73,0,5,35,54,6,1,50,1,10,66,50,10,15,50,15,15,78,15,120,77,15,50,15,15,0,50,50,50,76,76,77,76,50,54,0,0,0,0,0
6,6,6,1,7,6,0,0,69,Justin,Duenkel,1,6,6,70,0,0,0,0,0,0,0,82,72,0,40,11532,7548,107,7548,0,0,70,2,54,0,54,0,1,50,43,40,3,3,50,1,1,72,6,68,0,40,30,30,0,1,40,50,52,0,30,0,0,0,0,0,0,5,0,0,66,1,0,0,1,1,2,69,76,50,0,50,50,0,0,0,0,83,0,0,50,57,83,83,0,0,44,55,3,0,50,1,19,50,40,4,5,50,5,5,71,5,45,57,5,50,5,5,0,50,40,40,40,62,40,62,50,55,0,0,0,0,0
7,7,7,3,7,7,3,3,40,Artie,Henry,1,7,7,92,0,0,0,0,0,0,0,30,95,0,40,2092,7549,107,7549,0,0,91,2,236,0,40,0,1,66,29,50,3,3,68,1,1,95,0,80,1,50,39,49,0,0,17,55,55,0,49,0,0,0,0,0,3,5,106,0,89,2,0,0,1,1,2,40,84,80,0,64,65,0,0,0,0,30,0,0,68,56,76,76,0,3,42,56,3,1,71,2,3,83,40,0,3,66,3,3,73,3,25,50,3,91,3,3,0,65,40,40,50,75,50,75,85,56,0,1,0,0,0
6,6,6,1,7,6,3,3,40,Mike,Hollins,1,6,6,93,0,0,0,0,0,0,0,30,92,0,40,4433,7550,107,7550,0,0,81,2,241,0,58,0,1,60,45,50,3,3,60,1,1,92,0,91,1,50,60,58,0,0,21,68,70,0,60,1,0,0,0,0,0,5,0,0,7,1,0,0,1,1,2,40,65,70,0,80,80,0,0,0,0,30,0,0,60,72,76,76,4,4,42,36,6,1,75,3,1,71,40,5,6,60,6,6,69,6,50,50,6,81,6,6,0,75,40,40,50,77,50,77,80,38,0,1,0,0,0
6,6,6,2,3,6,3,3,40,Chico,Bennett Jr.,1,6,6,83,0,0,0,0,0,0,0,30,85,0,75,10498,7551,107,7551,0,0,73,1,226,0,54,0,1,67,43,75,3,3,69,1,1,85,2,88,1,75,56,66,0,0,21,76,76,0,66,2,0,0,0,0,4,5,0,0,12,0,0,0,1,1,1,40,56,70,0,66,86,0,0,0,0,30,0,4,65,76,75,75,0,0,45,41,3,1,65,2,15,79,70,9,10,67,10,10,76,10,80,73,10,78,10,10,0,69,70,70,75,76,75,76,76,43,0,1,0,0,0
3,7,3,1,6,7,3,3,40,Nusi,Malani,1,7,7,70,0,0,0,0,0,0,0,30,86,0,73,1210,7552,107,7552,0,0,62,0,116,0,42,0,0,55,72,73,4,4,66,2,2,86,0,80,0,64,63,65,0,0,21,66,66,0,65,0,0,0,0,0,0,5,0,0,45,0,0,0,2,2,2,40,89,69,0,50,76,0,0,0,0,30,0,0,55,80,73,73,16,16,65,74,3,0,65,1,11,68,50,14,14,55,14,14,78,14,115,80,14,74,14,14,0,56,50,50,76,76,80,76,76,72,0,0,0,0,0
6,6,6,1,4,6,3,3,40,Sackett,Wood Jr.,1,6,6,85,0,0,0,0,0,0,0,30,86,0,50,11561,7553,107,7553,0,0,76,0,31,0,36,0,1,68,31,69,3,3,69,1,1,86,16,84,1,69,62,66,0,0,21,75,75,0,66,0,0,0,0,0,0,5,0,0,44,2,0,0,1,1,2,40,84,80,0,71,85,0,0,0,0,30,0,0,69,76,70,70,5,5,43,37,3,0,70,2,4,66,50,10,11,68,11,11,75,11,90,75,11,76,11,11,0,80,50,50,76,76,75,76,76,39,0,1,0,0,0
2,8,8,1,5,8,3,3,40,Jahmeer,Carter,1,8,8,70,0,0,0,0,0,0,0,30,81,0,74,4919,7554,107,7554,0,0,51,0,217,0,60,0,0,40,37,77,4,4,40,1,1,81,10,74,0,75,50,50,0,0,21,50,50,0,50,4,0,0,0,0,0,5,0,0,90,0,0,0,1,1,2,40,80,58,0,50,50,0,0,0,0,30,0,0,30,88,79,79,4,4,50,40,5,0,30,1,12,51,30,16,19,40,19,19,74,19,155,87,19,50,19,19,0,50,30,30,71,71,87,71,50,40,0,0,0,0,0
5,5,5,1,5,5,3,3,40,Ben,Smiley III,1,5,5,70,0,0,0,0,0,0,0,30,74,0,73,11531,7555,107,7555,0,0,53,2,229,0,66,0,0,40,76,86,4,4,40,2,2,74,10,76,0,82,73,75,0,0,20,50,50,0,75,0,0,0,0,0,0,5,0,0,10,2,0,0,2,2,1,40,89,64,0,50,50,0,0,0,0,30,0,0,30,80,73,73,11,11,78,81,4,0,30,5,10,53,40,12,13,40,13,13,76,13,110,80,13,50,13,13,0,50,40,40,64,64,80,64,50,82,0,0,0,0,0
8,8,8,1,9,8,3,3,40,Fentrell,Cypress II,1,8,8,90,0,0,0,0,0,0,0,30,92,0,78,10032,7556,107,7556,0,0,88,0,134,0,54,0,0,64,54,70,3,3,68,1,1,92,10,84,1,68,55,53,0,0,15,50,60,0,55,0,0,0,0,0,0,5,106,0,23,1,0,0,1,1,1,40,98,78,0,60,62,0,0,0,0,30,0,3,64,62,78,78,4,4,49,49,5,1,65,1,16,88,82,1,2,64,2,2,71,2,20,62,2,80,2,2,0,62,82,82,62,82,62,82,72,54,0,1,0,0,0
6,6,6,3,4,6,3,3,40,Noah,Taylor,1,6,6,79,0,0,0,0,0,0,0,30,92,0,87,4929,7557,107,7557,0,0,78,0,145,0,60,0,0,67,42,78,3,3,69,2,2,92,13,85,1,87,53,63,0,0,21,77,77,0,63,3,0,0,0,0,0,5,106,0,7,0,0,0,1,1,1,40,96,77,0,66,87,0,0,0,0,30,0,1,69,78,87,87,0,10,54,41,4,1,65,3,13,77,71,6,9,67,9,9,77,9,75,77,9,78,9,9,0,69,71,73,80,82,77,82,82,43,0,1,0,0,0
